"family","design","disp","cell","rep","seed","ok","logdisp","inv_sqrt","se_logdisp","ll","ll_limit","push","held","how","se_ratio_x","draws_finite","limit_ll","push_down"
"beta","ar1",20,10,10,79200,TRUE,3.10249140006778,0.211983741130062,0.314432427348583,125.338735448861,NA,66.7049564282373,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,10,87119,TRUE,5.32941906314754,0.0696195728843557,0.0858845185645445,522.060083067931,NA,2177.25481359072,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,10,95038,TRUE,2.83284695350599,0.242580060486944,0.0840795998481728,192.323078909917,NA,2238.44604768665,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,11,7930,TRUE,1.94249383326114,0.37861064773573,0.960815933809363,-638.393499651682,-638.498341579473,3.2154812727556,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",50,2,11,15849,TRUE,1.31976443147464,0.516912215030362,0.572226751138244,-607.84555382963,-608.243278237905,6.47693647912831,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",5,3,11,23768,TRUE,1.06136047679008,0.588204714128499,0.518866951288428,-630.377395189622,-630.385467978322,12.534991981719,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",1,4,11,31687,TRUE,0.162201207040264,0.922100920179641,0.273392190954706,-634.111666719248,-634.072345401682,34.2188465340446,"","recomputed",NA,NA,TRUE,FALSE
"nbinom","ri",Inf,5,11,39606,TRUE,2.74506746527376,0.253463935425739,0.943002201016936,-467.255690060599,-467.951772829734,0.624475911272668,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",50,6,11,47525,TRUE,2.67741486332103,0.262184340832727,0.718380929183401,-525.790913081808,-527.029740067016,1.11325440967437,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",5,7,11,55444,TRUE,1.30611604784398,0.52045178675927,0.275783982534011,-518.364223386008,-532.270712981193,11.9177975863693,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,11,63363,TRUE,19.5249941522247,5.75706841178269e-05,NA,216.375119059084,NA,-0.00260065073644,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,11,71282,TRUE,21.5443006742534,2.09756076227594e-05,NA,209.649302435654,NA,-0.0287710620668804,"","none",NA,NA,TRUE,TRUE
"beta","ar1",20,10,11,79201,TRUE,2.65654812525908,0.264934126635805,0.253714393209058,106.098366195855,NA,127.959731823947,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",200,11,11,87120,TRUE,5.33650922703431,0.0693732027527932,0.0859314390763938,524.637410800121,NA,2175.62625636809,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,11,95039,TRUE,2.91567268457261,0.232739298526397,0.0844281049590293,207.154943146182,NA,2223.09548029007,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,12,7931,TRUE,16.5350219126249,0.000256723492660902,NA,-700.757630941245,-700.75763047881,-4.78783022117568e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,12,15850,TRUE,16.3092512856694,0.000287402857196892,10.0169613726391,-596.636645769701,-596.636644463056,-1.04908622233779e-06,"","recomputed",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,12,23769,TRUE,1.53082477971361,0.465142071544313,0.598747302133803,-640.030930235616,-640.83532718205,5.81807064256134,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",1,4,12,31688,TRUE,-0.332655148446812,1.18095989038779,0.181174731283202,-606.689603008337,-610.891502115611,77.6354970559835,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,12,39607,TRUE,4.76299280793007,0.0924121880282991,4.58888435374026,-476.250114579976,-476.274947557333,0.0224100768776907,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",50,6,12,47526,TRUE,16.7437898500489,0.000231276885889366,27.4585705474902,-515.590828215454,-515.590825048148,-3.00962392429938e-06,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,12,55445,TRUE,1.58749540977181,0.452147102139128,0.306655000156418,-528.44873653818,-539.585330152895,9.6330889410807,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,12,63364,TRUE,17.020096137372,0.000201434142004956,83.3817748557465,207.668492752039,NA,0.000222466349441675,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,12,71283,TRUE,18.0472921309159,0.000120525878897372,NA,202.969193713604,NA,8.03641933089239e-05,"","none",NA,NA,TRUE,TRUE
"beta","ar1",20,10,12,79202,TRUE,2.88871693670656,0.235897363647104,0.288744748443994,123.561525058299,NA,105.221072052951,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",200,11,12,87121,TRUE,5.40534678142658,0.0670260860917405,0.0858923875485659,532.54340924401,NA,2176.9563963955,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,12,95040,TRUE,2.87018500158729,0.23809333917321,0.0841942118883095,203.236185114722,NA,2230.9600847739,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,13,7932,TRUE,25.6195724240355,2.73388683564284e-06,0.672910055178052,-618.41601855008,-618.416018618338,1.11899200874177e-05,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,13,15851,TRUE,18.3409192428761,0.000104068666546777,NA,-654.584856094485,-654.584856128089,-4.31498392572394e-09,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,13,23770,TRUE,15.7952690675506,0.000371621559835255,NA,-575.936948095195,-575.936947579196,-4.90464117319789e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,13,31689,TRUE,-0.166428480664125,1.08677461456343,0.217538654018782,-642.389698433369,-642.270548639693,54.9415376870058,"","recomputed",NA,NA,TRUE,FALSE
"nbinom","ri",Inf,5,13,39608,TRUE,6.32729840256354,0.0422712031532755,22.9423758906338,-483.825274587435,-483.82623117765,0.000864442511044672,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,13,47527,TRUE,5.0664241249536,0.0794035610310809,4.4666293977818,-529.300088420453,-529.32639336748,0.023734162159144,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",5,7,13,55446,TRUE,1.17442862633992,0.555873619753702,0.247087063438074,-548.992885383988,-569.594522047681,17.2789207867838,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,13,63365,TRUE,17.5283577738324,0.000156230373487678,NA,217.40942529316,NA,7.30261931494169e-05,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,13,71284,TRUE,19.2629591505951,6.56298736086264e-05,4.36565872293728,199.957107276857,NA,0.00163015359612473,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",20,10,13,79203,TRUE,17.400076298481,0.000166579455986687,NA,131.983440138978,NA,-0.000170812750184268,"","none",NA,NA,TRUE,TRUE
"beta","ri",200,11,13,87122,TRUE,5.36957109284618,0.0682358258442615,0.0858918457630469,528.837724523397,NA,2176.84957591391,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,13,95041,TRUE,3.15974763183387,0.206001090623665,0.0846832399445165,235.823576991621,NA,2217.16759976229,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,14,7933,TRUE,18.6068951057618,9.11095842986012e-05,12.9544901115343,-588.544742785099,-588.544742675197,-1.04419541457901e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,14,15852,TRUE,17.2805874430258,0.000176834954383505,27.8348081304821,-571.936006678523,-571.936006447302,-2.45639398599451e-07,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,14,23771,TRUE,16.5558667133082,0.000254061712805853,NA,-585.169779367417,-585.169779003102,-3.7443021483341e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,14,31690,TRUE,-0.0852738270404298,1.04355892391903,0.217988856288735,-648.393171476064,-651.730780237987,54.0005804331257,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,14,39609,TRUE,4.06311056595778,0.131131416009694,1.5553566848188,-512.080041505393,-512.330518637905,0.224983715501821,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",50,6,14,47528,TRUE,2.4538691746239,0.293189949762288,0.536651149043558,-529.280353394734,-531.91099186798,2.31686156007208,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",5,7,14,55447,TRUE,2.25991285642662,0.32304733186504,0.468772220617024,-521.701220826996,-525.248209453381,3.12706276200345,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,14,63366,TRUE,17.6571949192984,0.000146483544558429,9.13076048586768,224.811075439531,NA,0.000205076116344571,"","recomputed",NA,NA,TRUE,TRUE
"beta","ar1",200,9,14,71285,TRUE,6.93472104271286,0.0311992718881764,5.69332488731732,192.06080561121,NA,0.070546613972283,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",20,10,14,79204,TRUE,4.14296274396357,0.12599899201019,0.965035118318181,106.297493141974,NA,8.57972258786685,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,14,87123,TRUE,5.40737687541638,0.0669580859819652,0.085905038741926,532.574158148151,NA,2176.4788654458,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,14,95042,TRUE,2.93194192747724,0.230853732018332,0.0844838877627177,213.863857003998,NA,2223.94692947228,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,15,7934,TRUE,16.8685526997364,0.000217290291434046,NA,-617.041235159789,-617.041234515608,-6.26338760412182e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,15,15853,TRUE,21.3174757390502,2.34946488906276e-05,3.46934636789219,-620.327831966834,-620.327831988718,-6.19843376625795e-09,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,15,23772,TRUE,12.5247298750268,0.00190673116027142,0,-669.11827869479,-669.108240452606,-2.42238013470342e-05,"g,ar","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,15,31691,TRUE,-0.0141914278793228,1.00712094816746,0.206603724669143,-662.965395551115,-664.988664722851,59.506889031437,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,15,39610,TRUE,3.47160448513214,0.176258741286809,1.58508499282224,-495.662424689349,-495.886958217884,0.202584688724301,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",50,6,15,47529,TRUE,17.3814909401524,0.000168134640148932,22.3974558706569,-475.428596622052,-475.428595601748,-9.70900657648599e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,15,55448,TRUE,1.79829273453188,0.406916869084377,0.325814796652826,-546.43057600898,-556.528396384257,8.7098333107665,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,15,63367,TRUE,14.2143231071813,0.000819216998648764,62.2929768551109,210.119584998961,NA,-0.000180539079337905,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,15,71286,TRUE,3.57841536776766,0.16709250731993,0.267172904528275,200.303909302886,NA,78.1047687917325,"","recomputed",NA,NA,FALSE,FALSE
"beta","ar1",20,10,15,79205,TRUE,3.23180346943747,0.198711404655289,0.474947282438652,130.812522415309,NA,46.7775131853052,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,15,87124,TRUE,5.42214907950494,0.0664653486703295,0.085901440757694,536.741650169996,NA,2176.61694625582,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,15,95043,TRUE,2.9806870684742,0.225295245613396,0.0843978259223086,213.394497580933,NA,2227.13422836663,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,16,7935,TRUE,2.6891268674049,0.260653475547363,2.80749703855991,-613.860239827213,-613.876460494363,0.628316388666576,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",50,2,16,15854,TRUE,19.6937041886049,5.29134978235328e-05,NA,-583.253521646763,-583.253521676239,-4.3600039134617e-09,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,16,23773,TRUE,15.9859692906475,0.000337824291485898,21.0387548892986,-622.017174284878,-622.017173791996,-4.94162463837711e-07,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,16,31692,TRUE,0.0671889434838042,0.966963556184727,0.254718425397128,-627.32944025394,-628.092874366428,40.099999009614,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,16,39611,TRUE,18.5154856564525,9.53703496411017e-05,8.91420960185334,-528.192214096623,-528.192213491013,-5.75459580431925e-07,"","recomputed",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,16,47530,TRUE,3.77221617085268,0.151660913038869,1.1636423966593,-523.426676311146,-523.901078289294,0.423629807817179,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",5,7,16,55449,TRUE,1.93516222569106,0.38000110709976,0.390559406694316,-528.457451473618,-534.002396439531,4.87500922122263,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,16,63368,TRUE,16.5554676176275,0.000254112415330581,NA,250.147893546194,NA,2.32066595344804e-05,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,16,71287,TRUE,16.8128382600661,0.000223428494542634,0,195.90282030209,NA,5.35793164999632e-05,"g,ar","boundary",NA,NA,TRUE,TRUE
"beta","ar1",20,10,16,79206,TRUE,16.5129383169038,0.000259573889364762,6.30627434535994,121.295808419023,NA,5.0947860472661e-06,"","none",NA,NA,TRUE,TRUE
"beta","ri",200,11,16,87125,TRUE,5.36094181441219,0.0685308748717841,0.0858906949037424,527.784765185892,NA,2176.88782625241,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,16,95044,TRUE,3.02137552761266,0.220758096307419,0.0844288155332516,219.59361271884,NA,2224.10328898038,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,17,7936,TRUE,13.7663726244172,0.00102487327087267,63.518551004496,-640.268742168498,-640.268732683144,-8.99593817393907e-06,"","recomputed",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,17,15855,TRUE,16.9149173972177,0.000212310931745632,86.7131102964917,-635.606121994747,-635.606120965781,-9.77879608399235e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,17,23774,TRUE,0.616372368626741,0.734778501042181,0.289023503923263,-623.362888177077,-624.865081678344,26.6018699920808,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",1,4,17,31693,TRUE,-0.102788639812368,1.0527379269704,0.248012986603886,-542.997401018634,-544.166997281408,39.1653326913488,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,17,39612,TRUE,24.5542126856478,4.65715252455727e-06,0,-553.003969315163,-553.003969314526,3.00292413157877e-09,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,17,47531,TRUE,16.3310357419572,0.000284289386803954,18.8374201584582,-518.873661910194,-518.873661455864,-4.31721332461166e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,17,55450,TRUE,1.76606050341235,0.413527917490234,0.415052164004521,-499.457711375328,-505.044105870982,4.84073766552029,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,17,63369,TRUE,16.9501216366336,0.000208606507812572,NA,214.479878944654,NA,0.000319187326567771,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,17,71288,TRUE,16.4417528394896,0.000268979222870582,NA,207.094160341296,NA,0.0001285155262849,"","none",NA,NA,TRUE,TRUE
"beta","ar1",20,10,17,79207,TRUE,2.71737123994322,0.256998348552939,0.165921185779774,130.038290504598,NA,228.641618708986,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,17,87126,TRUE,5.30314285367138,0.0705402770350045,0.0858854887609518,519.420250128202,NA,2177.15762886416,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,17,95045,TRUE,3.07652220607497,0.214754212379804,0.0846183332177077,228.602713402693,NA,2217.86821137524,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,18,7937,TRUE,3.01953766530043,0.220961051036511,2.08798231702845,-621.213677193741,-621.321272557048,0.413705329275672,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",50,2,18,15856,TRUE,1.99912249826152,0.368040884010035,0.822839361533676,-598.313578055922,-598.722936541055,2.5698413644609,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",5,3,18,23775,TRUE,20.0421120844296,4.44539808441941e-05,4.55965940938757,-608.507688773844,-608.507688810661,-5.49437118024798e-09,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,18,31694,TRUE,-0.139671064971293,1.07233180300417,0.222116197459907,-675.269167487708,-677.72654211017,76.9941683981513,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,18,39613,TRUE,17.3033079767741,0.000174837429797826,8.49680314920836,-482.804300577347,-482.804300325952,-2.38845302646951e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,18,47532,TRUE,2.29950699401045,0.316714830911767,0.599866991052201,-489.609571845388,-491.661983581803,1.81676574648338,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",5,7,18,55451,TRUE,1.5926455023414,0.45098430020052,0.308416662661472,-544.023731733965,-554.020491578739,8.65890801730677,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,18,63370,TRUE,36.9973224400092,9.24982485676958e-09,NA,25007.5041260652,NA,NA,"","none",NA,NA,NA,NA
"beta","ar1",200,9,18,71289,TRUE,17.1297975731572,0.00019068288711709,NA,206.846294657743,NA,-0.000206503227218491,"","none",NA,NA,TRUE,TRUE
"beta","ar1",20,10,18,79208,TRUE,2.74242700211556,0.253798787509962,0.201358833673396,123.057502751178,NA,165.702373894918,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,18,87127,TRUE,5.29823423608877,0.0707136172853113,0.0858925171408147,516.227122661145,NA,2177.27287013567,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,18,95046,TRUE,3.07427101415556,0.214996074947818,0.0844592023885425,224.584159744536,NA,2221.23634123598,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,19,7938,TRUE,16.5150109632994,0.000259305026260269,2.33394373787942,-572.196562134419,-572.196300842302,-1.13797796075232e-06,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,19,15857,TRUE,20.2698334681049,3.96699440409665e-05,0,-650.896652700874,-650.896652702287,-1.45596459333319e-08,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,19,23776,TRUE,17.310660319433,0.000174195877401861,NA,-645.374410287352,-645.374410128278,-1.51149606608669e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,19,31695,TRUE,-0.407632405586942,1.22607278399301,0.189306161619475,-616.692083831414,-616.416731985076,72.6126048931981,"","recomputed",NA,NA,TRUE,FALSE
"nbinom","ri",Inf,5,19,39614,TRUE,19.4124171964691,6.09041891514182e-05,NA,-504.010656174704,-504.010656167071,-7.24435267329682e-09,"","none",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,19,47533,TRUE,16.2621675029365,0.000294249135010913,73.3597957852588,-501.279763488043,-501.279761548981,-1.84291531013514e-06,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,19,55452,TRUE,1.35906572512796,0.506853707413372,0.22445804677728,-577.211726637035,-606.730704935143,24.2595705569792,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,19,63371,TRUE,18.0080883942408,0.000122911718369647,7.87581110368358,217.625546476968,NA,-5.32027670487878e-05,"","recomputed",NA,NA,TRUE,TRUE
"beta","ar1",200,9,19,71290,TRUE,16.5685351493635,0.000252457516552545,0,178.629748698738,NA,-6.83873895468423e-05,"g,ar","boundary",NA,NA,TRUE,TRUE
"beta","ar1",20,10,19,79209,TRUE,2.6993897121081,0.259319378312498,0.240456300584945,115.622829751311,NA,147.512905180965,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,19,87128,TRUE,5.40220419402313,0.0671314865445155,0.08590273780871,532.683250853006,NA,2176.47052496521,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,19,95047,TRUE,3.01765845932256,0.221168764269208,0.0845713086992752,222.90275823031,NA,2222.86083640103,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,20,7939,TRUE,19.5633692000864,5.64765754241208e-05,35.9498282553091,-620.932009691554,-620.932009654616,-3.48981075148913e-08,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,20,15858,TRUE,18.5039225641236,9.59233347343382e-05,0,-658.713437508214,-658.713437420514,-1.09113329926913e-07,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,20,23777,TRUE,17.0722023231309,0.000196253932837656,NA,-569.465170916868,-569.465170647877,-2.55548002314754e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",1,4,20,31696,TRUE,-0.0938197226167548,1.04802753699096,0.238340589990887,-608.892039578464,-609.219116781905,49.5549942446883,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ri",Inf,5,20,39615,TRUE,17.6125419461125,0.000149790789654131,16.7871825618186,-493.44201477217,-493.442014373181,-3.79116954718484e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,20,47534,TRUE,16.4161127950465,0.000272449741012399,18.3991403613232,-476.832318481957,-476.832317611354,-8.27259100333322e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,20,55453,TRUE,1.94302278443284,0.378510527703096,0.457997452324285,-486.315777192562,-490.089370754265,3.32559107427232,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,20,63372,TRUE,19.4646743423134,5.93334594276928e-05,3.4659175204,193.648369231129,NA,-0.00286583403112672,"","recomputed",NA,NA,TRUE,TRUE
"beta","ar1",200,9,20,71291,TRUE,18.9905775935247,7.52053040615562e-05,NA,189.126325180977,NA,-0.00285540520826544,"","none",NA,NA,TRUE,TRUE
"beta","ar1",20,10,20,79210,TRUE,2.94227163706926,0.229664479814495,0.350616320104099,105.372622614147,NA,63.3350490909679,"","recomputed",NA,NA,FALSE,FALSE
"beta","ri",200,11,20,87129,TRUE,5.34290434566373,0.0691517320936245,0.0858910917618388,524.220735669535,NA,2176.87339544168,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,20,95048,TRUE,3.11543929468089,0.210615802319778,0.0846014545311253,231.352925086485,NA,2219.1614803075,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,21,7940,TRUE,16.9355439322295,0.000210132564661535,12.1734658896669,-607.666785916994,-607.666785091277,-8.04121327746543e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,21,15859,TRUE,2.80175996230826,0.246380058710926,4.56044342947953,-638.262569537401,-638.268004880393,0.36510043957378,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",5,3,21,23778,TRUE,1.78006410394429,0.410642590636534,0.512299058149198,-636.79686597097,-638.331285489906,5.40363115123137,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",1,4,21,31697,TRUE,0.173375421256601,0.916963408851359,0.397534743582314,-617.896400011276,-616.312601232678,19.7938960833388,"","tmb",NA,NA,TRUE,FALSE
"nbinom","ri",Inf,5,21,39616,TRUE,18.0219491394868,0.00012206283928344,10.5970023654195,-498.016988728158,-498.016988382377,-3.27893758367281e-07,"","tmb",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,21,47535,TRUE,22.1494126976699,1.54994448806046e-05,1.95117337645049,-483.785366854952,-483.785366855095,-1.08559561340371e-09,"","recomputed",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,21,55454,TRUE,1.2345175837431,0.539421078224662,0.270266611607389,-546.332603821226,-560.499043044717,12.2398843492641,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,21,63373,TRUE,18.2535836694936,0.000108713798067787,NA,223.476307219188,NA,0.000450679566711187,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,21,71292,TRUE,4.6153892825797,0.099490348324155,1.47779329430817,205.636671284727,NA,7.25969264960042,"","recomputed",NA,NA,FALSE,FALSE
"beta","ar1",20,10,21,79211,TRUE,18.3658378705762,0.000102780086449539,NA,123.575140397965,NA,0.000465535620605806,"","none",NA,NA,TRUE,TRUE
"beta","ri",200,11,21,87130,TRUE,5.15892860753583,0.0758146067456823,0.0858501347065558,499.284419921993,NA,2178.17315975099,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,21,95049,TRUE,3.03601860001686,0.219147710356624,0.084430879318416,221.07942601451,NA,2223.06330770051,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,22,7941,TRUE,19.2374416002038,6.64725950267507e-05,NA,-612.945508210208,-612.945508172414,-3.5925722841057e-08,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,22,15860,TRUE,17.4489958772239,0.000162554384455649,48.9163490920793,-583.970372744285,-583.970372554889,-1.79966946234345e-07,"","recomputed",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,22,23779,TRUE,1.39198700371301,0.498578862817683,0.49641228773618,-628.723530898669,-629.422399050369,7.28073519870759,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",1,4,22,31698,TRUE,0.111027768853386,0.945998888927026,0.306460580540212,-602.289581589369,-601.990522679497,27.8793131732082,"","tmb",NA,NA,TRUE,FALSE
"nbinom","ri",Inf,5,22,39617,TRUE,16.9999713194269,0.000203471286826282,NA,-534.573085499746,-534.573084751619,-7.11479628989764e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ri",50,6,22,47536,TRUE,16.357659457302,0.000280530044379229,26.0422275935891,-525.476392830977,-525.476390310116,-2.39543931002117e-06,"","recomputed",NA,NA,TRUE,TRUE
"nbinom","ri",5,7,22,55455,TRUE,1.81573420878763,0.40338368242415,0.388609755210592,-530.770900129195,-536.635846875221,5.10378551275664,"","tmb",NA,NA,FALSE,FALSE
"beta","ar1",10000,8,22,63374,TRUE,17.4847880979276,0.000159671169371292,NA,244.914425940356,NA,-0.000214813816455717,"","none",NA,NA,TRUE,TRUE
"beta","ar1",200,9,22,71293,TRUE,17.4976831734716,0.000158644995179006,13.4978613401091,189.509619559825,NA,5.84092399549263e-05,"","tmb",NA,NA,TRUE,TRUE
"beta","ar1",20,10,22,79212,TRUE,2.98531056354177,0.224775021430143,0.460246183996813,97.4181934717299,NA,53.9405904661074,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",200,11,22,87131,TRUE,5.21080722858358,0.0738733148539419,0.0858681924701751,507.469845481757,NA,2177.63456723098,"","tmb",NA,NA,FALSE,FALSE
"beta","ri",20,12,22,95050,TRUE,3.03298824433021,0.219480009794571,0.0844371730787767,223.216887775802,NA,2223.61536458723,"","tmb",NA,NA,FALSE,FALSE
"nbinom","ar1",Inf,1,23,7942,TRUE,15.5896871293532,0.000411853207459285,NA,-597.534942836766,-597.534942315893,-5.1915390031354e-07,"","none",NA,NA,TRUE,TRUE
"nbinom","ar1",50,2,23,15861,TRUE,18.5669039795352,9.29497075824752e-05,0,-607.882625376131,-607.882625298364,-1.13559849523881e-07,"g","boundary",NA,NA,TRUE,TRUE
"nbinom","ar1",5,3,23,23780,TRUE,1.36996197604669,0.504099813417605,0.516688503959061,-600.848750287619,-601.988412397163,6.05902289481469,"","recomputed",NA,NA,FALSE,FALSE
"nbinom","ar1",1,4,23,31699,TRUE,16.0282767289382,0.000330753105922496,48.1122175163666,-593.393434202844,-593.393432605045,-1.54126644247299e-06,"g","boundary",NA,NA,TRUE,TRUE
